piste,nimi,x_gk25,y_gk25,suunta,aika,vuosi,ha,pa,ka,ra,la,mp,rv,autot
A06,TÖÖLÖNKATU,25496053,6673778,2.0,19,2011,142,6,1,0,0,0,0,780
A06,TÖÖLÖNKATU,25496053,6673778,2.0,20,2011,109,2,0,0,0,0,0,552
A06,TÖÖLÖNKATU,25496053,6673778,2.0,21,2011,88,1,0,0,0,0,0,452
A06,TÖÖLÖNKATU,25496053,6673778,2.0,22,2011,82,0,0,0,0,0,0,380
A06,TÖÖLÖNKATU,25496053,6673778,2.0,23,2011,51,0,0,0,0,0,0,224
A06,TÖÖLÖNKATU,25496053,6673778,2.0,24,2011,34,0,0,0,0,0,0,157
A07,MANNERHEIMINTIE,25496088,6673871,1.0,1,2011,187,11,2,0,30,0,0,1050
A07,MANNERHEIMINTIE,25496088,6673871,1.0,2,2011,139,4,1,0,10,0,0,834
A07,MANNERHEIMINTIE,25496088,6673871,1.0,3,2011,138,3,3,0,1,0,0,650
A07,MANNERHEIMINTIE,25496088,6673871,1.0,4,2011,116,4,11,0,1,0,0,624
A07,MANNERHEIMINTIE,25496088,6673871,1.0,5,2011,128,6,8,0,6,0,4,722
A07,MANNERHEIMINTIE,25496088,6673871,1.0,6,2011,165,51,51,0,49,0,7,1803
A07,MANNERHEIMINTIE,25496088,6673871,1.0,7,2011,72,11,7,0,23,0,4,5154
A07,MANNERHEIMINTIE,25496088,6673871,1.0,8,2011,163,56,11,0,37,2,8,6621
A07,MANNERHEIMINTIE,25496088,6673871,1.0,9,2011,254,48,6,0,48,2,9,7440
A07,MANNERHEIMINTIE,25496088,6673871,1.0,10,2011,984,214,53,0,160,2,22,7746
A07,MANNERHEIMINTIE,25496088,6673871,1.0,11,2011,811,207,55,2,124,4,29,6188
A07,MANNERHEIMINTIE,25496088,6673871,1.0,12,2011,802,210,36,2,107,1,23,6189
A07,MANNERHEIMINTIE,25496088,6673871,1.0,13,2011,861,181,47,2,87,5,20,6542
A07,MANNERHEIMINTIE,25496088,6673871,1.0,14,2011,859,149,44,6,129,7,23,6108
A07,MANNERHEIMINTIE,25496088,6673871,1.0,15,2011,799,124,25,0,178,16,30,5919
A07,MANNERHEIMINTIE,25496088,6673871,1.0,16,2011,189,30,7,0,36,0,7,5736
A07,MANNERHEIMINTIE,25496088,6673871,1.0,17,2011,226,24,5,0,49,5,7,6248
A07,MANNERHEIMINTIE,25496088,6673871,1.0,18,2011,239,27,6,0,53,3,8,6174
A07,MANNERHEIMINTIE,25496088,6673871,1.0,19,2011,991,103,16,3,133,20,30,6146
A07,MANNERHEIMINTIE,25496088,6673871,1.0,20,2011,644,48,11,0,75,0,26,4525
A07,MANNERHEIMINTIE,25496088,6673871,1.0,21,2011,673,35,6,0,81,0,20,4190
A07,MANNERHEIMINTIE,25496088,6673871,1.0,22,2011,499,21,7,0,82,0,16,3099
A07,MANNERHEIMINTIE,25496088,6673871,1.0,23,2011,338,8,2,0,51,0,16,2366
A07,MANNERHEIMINTIE,25496088,6673871,1.0,24,2011,265,7,3,0,47,0,5,1838
A07,MANNERHEIMINTIE,25496088,6673871,2.0,1,2011,227,12,1,0,31,0,4,1328
A07,MANNERHEIMINTIE,25496088,6673871,2.0,2,2011,169,9,2,0,16,0,0,951
A07,MANNERHEIMINTIE,25496088,6673871,2.0,3,2011,211,7,5,0,2,0,0,843
A07,MANNERHEIMINTIE,25496088,6673871,2.0,4,2011,194,12,2,0,5,0,0,867
A07,MANNERHEIMINTIE,25496088,6673871,2.0,5,2011,135,2,16,0,5,0,0,651
A07,MANNERHEIMINTIE,25496088,6673871,2.0,6,2011,95,8,18,0,14,0,0,710
A07,MANNERHEIMINTIE,25496088,6673871,2.0,7,2011,20,13,6,0,13,0,3,1659
A07,MANNERHEIMINTIE,25496088,6673871,2.0,8,2011,70,12,5,0,33,0,5,3388
A07,MANNERHEIMINTIE,25496088,6673871,2.0,9,2011,151,22,6,0,40,1,8,4886
A07,MANNERHEIMINTIE,25496088,6673871,2.0,10,2011,558,97,44,0,116,1,32,4842
A07,MANNERHEIMINTIE,25496088,6673871,2.0,11,2011,555,101,35,1,91,1,28,5186
A07,MANNERHEIMINTIE,25496088,6673871,2.0,12,2011,644,133,36,3,92,1,27,5355
A07,MANNERHEIMINTIE,25496088,6673871,2.0,13,2011,705,130,32,1,99,5,24,5566
A07,MANNERHEIMINTIE,25496088,6673871,2.0,14,2011,746,126,26,1,97,3,24,5818
A07,MANNERHEIMINTIE,25496088,6673871,2.0,15,2011,774,195,25,1,134,4,23,6656
A07,MANNERHEIMINTIE,25496088,6673871,2.0,16,2011,205,49,6,0,44,2,8,7627
A07,MANNERHEIMINTIE,25496088,6673871,2.0,17,2011,245,23,2,0,45,1,7,6751
A07,MANNERHEIMINTIE,25496088,6673871,2.0,18,2011,215,20,3,0,37,0,9,6140
A07,MANNERHEIMINTIE,25496088,6673871,2.0,19,2011,851,82,10,1,121,5,28,5576
A07,MANNERHEIMINTIE,25496088,6673871,2.0,20,2011,629,57,8,0,77,0,27,4376
A07,MANNERHEIMINTIE,25496088,6673871,2.0,21,2011,706,61,9,0,82,0,21,4250
A07,MANNERHEIMINTIE,25496088,6673871,2.0,22,2011,682,59,5,0,81,0,18,4488
A07,MANNERHEIMINTIE,25496088,6673871,2.0,23,2011,457,31,3,0,55,0,14,2600
A07,MANNERHEIMINTIE,25496088,6673871,2.0,24,2011,397,20,4,0,54,0,8,2027
A08,PITKÄSILTA,25497236,6673707,1.0,1,2011,267,18,0,0,38,0,4,1425
A08,PITKÄSILTA,25497236,6673707,1.0,2,2011,234,6,1,0,17,0,2,1034
A08,PITKÄSILTA,25497236,6673707,1.0,3,2011,178,13,0,0,0,0,0,798
A08,PITKÄSILTA,25497236,6673707,1.0,4,2011,158,8,2,0,1,0,0,717
A08,PITKÄSILTA,25497236,6673707,1.0,5,2011,151,4,7,0,0,0,0,782
A08,PITKÄSILTA,25497236,6673707,1.0,6,2011,138,29,19,0,31,0,5,1362
A08,PITKÄSILTA,25497236,6673707,1.0,7,2011,65,10,6,0,30,1,7,3507
A08,PITKÄSILTA,25497236,6673707,1.0,8,2011,141,33,9,0,36,5,9,6455
A08,PITKÄSILTA,25497236,6673707,1.0,9,2011,255,55,14,0,34,3,7,8261
A08,PITKÄSILTA,25497236,6673707,1.0,10,2011,851,180,38,0,130,14,33,6761
A08,PITKÄSILTA,25497236,6673707,1.0,11,2011,615,151,39,0,92,4,28,4979
A08,PITKÄSILTA,25497236,6673707,1.0,12,2011,616,138,48,0,76,10,29,4920
A08,PITKÄSILTA,25497236,6673707,1.0,13,2011,581,154,23,1,71,9,28,4702
A08,PITKÄSILTA,25497236,6673707,1.0,14,2011,665,139,24,0,98,4,24,5046
A08,PITKÄSILTA,25497236,6673707,1.0,15,2011,697,113,23,0,120,4,32,4882
A08,PITKÄSILTA,25497236,6673707,1.0,16,2011,232,31,6,0,33,0,9,5651
A08,PITKÄSILTA,25497236,6673707,1.0,17,2011,292,15,1,0,45,1,9,5785
A08,PITKÄSILTA,25497236,6673707,1.0,18,2011,261,15,1,0,49,1,8,5914
A08,PITKÄSILTA,25497236,6673707,1.0,19,2011,652,45,9,0,100,0,32,4741
A08,PITKÄSILTA,25497236,6673707,1.0,20,2011,591,35,4,0,75,5,15,3823
A08,PITKÄSILTA,25497236,6673707,1.0,21,2011,535,45,5,0,67,1,13,3436
A08,PITKÄSILTA,25497236,6673707,1.0,22,2011,494,40,2,0,60,1,14,3156
A08,PITKÄSILTA,25497236,6673707,1.0,23,2011,425,25,3,0,56,0,14,2492
A08,PITKÄSILTA,25497236,6673707,1.0,24,2011,353,19,2,0,52,1,4,2062
A08,PITKÄSILTA,25497236,6673707,2.0,1,2011,116,6,0,0,29,0,4,868
A08,PITKÄSILTA,25497236,6673707,2.0,2,2011,86,4,1,0,17,0,3,687
A08,PITKÄSILTA,25497236,6673707,2.0,3,2011,74,2,0,0,0,0,0,528
A08,PITKÄSILTA,25497236,6673707,2.0,4,2011,106,1,1,0,1,0,0,629
A08,PITKÄSILTA,25497236,6673707,2.0,5,2011,89,3,3,0,1,0,0,523
A08,PITKÄSILTA,25497236,6673707,2.0,6,2011,56,3,6,0,23,0,0,537
A08,PITKÄSILTA,25497236,6673707,2.0,7,2011,13,1,2,0,13,0,3,1840
A08,PITKÄSILTA,25497236,6673707,2.0,8,2011,13,17,0,0,44,0,4,2933
A08,PITKÄSILTA,25497236,6673707,2.0,9,2011,107,14,3,0,32,0,9,4014
A08,PITKÄSILTA,25497236,6673707,2.0,10,2011,399,96,22,0,129,2,32,3940
A08,PITKÄSILTA,25497236,6673707,2.0,11,2011,322,118,34,0,84,2,28,3703
A08,PITKÄSILTA,25497236,6673707,2.0,12,2011,333,169,40,2,77,4,29,3745
A08,PITKÄSILTA,25497236,6673707,2.0,13,2011,436,156,22,1,89,2,27,4331
A08,PITKÄSILTA,25497236,6673707,2.0,14,2011,484,116,26,0,83,6,27,4353
A08,PITKÄSILTA,25497236,6673707,2.0,15,2011,617,176,21,0,128,8,25,5091
A08,PITKÄSILTA,25497236,6673707,2.0,16,2011,145,28,6,0,31,3,11,5907
A08,PITKÄSILTA,25497236,6673707,2.0,17,2011,214,29,1,0,35,3,9,6082
A08,PITKÄSILTA,25497236,6673707,2.0,18,2011,181,10,5,0,31,6,6,5306
A08,PITKÄSILTA,25497236,6673707,2.0,19,2011,631,49,5,0,101,8,40,4468
A08,PITKÄSILTA,25497236,6673707,2.0,20,2011,443,41,3,0,92,3,30,3336
A08,PITKÄSILTA,25497236,6673707,2.0,21,2011,391,31,3,0,95,1,24,3110
A08,PITKÄSILTA,25497236,6673707,2.0,22,2011,301,44,1,0,101,0,20,2272
A08,PITKÄSILTA,25497236,6673707,2.0,23,2011,176,18,1,0,85,0,15,1652
A08,PITKÄSILTA,25497236,6673707,2.0,24,2011,165,16,0,0,60,0,10,1486
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,1,2011,56,8,2,0,1,0,0,461
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,2,2011,39,5,1,0,0,0,0,247
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,3,2011,39,5,1,0,0,0,0,236
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,4,2011,27,4,0,0,0,0,0,184
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,5,2011,40,5,1,0,0,0,0,266
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,6,2011,159,22,5,0,1,0,0,1100
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,7,2011,92,9,4,0,1,0,0,4972
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,8,2011,211,85,12,0,3,5,0,8830
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,9,2011,351,59,15,0,4,6,0,10244
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,10,2011,1221,218,49,12,5,12,0,8052
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,11,2011,860,195,43,20,6,4,0,6279
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,12,2011,825,182,32,8,5,5,0,5767
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,13,2011,832,198,44,13,8,3,0,5877
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,14,2011,809,146,31,19,4,15,0,5695
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,15,2011,791,136,23,16,4,13,0,5748
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,16,2011,224,35,3,7,1,2,0,6690
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,17,2011,292,31,2,0,3,4,0,7068
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,18,2011,241,26,2,1,1,6,0,6277
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,19,2011,817,55,7,9,3,40,0,5237
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,20,2011,765,53,5,7,6,2,0,4447
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,21,2011,660,48,8,1,6,0,0,4413
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,22,2011,347,25,5,0,3,0,0,2536
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,23,2011,235,17,3,0,2,0,0,1509
A09,HAKANIEMEN SILTA,25497636,6673784,1.0,24,2011,175,14,2,0,1,0,0,920
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,1,2011,125,11,1,0,1,0,0,756
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,2,2011,84,7,1,0,1,0,0,449
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,3,2011,69,6,1,0,0,0,0,318
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,4,2011,64,5,1,0,0,0,0,328
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,5,2011,59,5,0,0,0,0,0,305
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,6,2011,108,8,1,0,1,0,0,669
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,7,2011,68,8,3,0,2,0,0,2350
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,8,2011,133,18,3,5,2,0,0,4734
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,9,2011,215,26,8,0,1,2,0,6140
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,10,2011,711,143,37,3,8,2,0,5404
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,11,2011,864,244,48,41,12,3,0,7174
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,12,2011,945,258,36,34,5,6,0,6970
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,13,2011,828,212,27,5,13,1,0,6539
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,14,2011,991,222,43,5,13,2,0,6979
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,15,2011,1194,282,63,2,9,12,0,8427
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,16,2011,406,78,16,1,2,3,0,11179
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,17,2011,540,69,11,1,4,3,0,11166
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,18,2011,369,29,6,2,6,3,0,8759
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,19,2011,1018,101,14,4,7,17,0,6708
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,20,2011,707,38,6,2,4,4,0,5168
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,21,2011,861,44,6,1,4,2,0,5439
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,22,2011,600,34,5,1,3,0,0,3903
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,23,2011,347,29,3,0,3,0,0,2278
A09,HAKANIEMEN SILTA,25497636,6673784,2.0,24,2011,311,27,5,0,4,0,0,1444
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,1,2011,150,9,1,6,4,0,0,767
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,2,2011,85,2,2,5,2,0,0,389
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,3,2011,54,2,0,2,2,0,0,280
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,4,2011,58,3,0,3,3,0,0,241
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,5,2011,69,6,0,3,4,0,0,405
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,6,2011,252,13,3,6,13,0,0,1969
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,7,2011,183,59,7,7,14,0,0,10355
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,8,2011,514,71,15,6,25,8,0,20433
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,9,2011,901,54,3,4,30,7,0,25734
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,10,2011,2517,239,47,27,86,28,0,17584
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,11,2011,1489,197,48,26,49,10,0,10970
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,12,2011,1553,177,42,25,42,12,0,11397
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,13,2011,1613,190,41,26,63,14,0,11214
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,14,2011,1423,178,42,13,49,11,0,10382
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,15,2011,1425,159,54,18,86,15,0,10675
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,16,2011,428,23,3,6,22,3,0,13326
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,17,2011,676,42,7,16,46,6,0,16351
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,18,2011,535,19,3,11,28,7,0,15280
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,19,2011,1764,60,11,6,70,19,0,11950
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,20,2011,1351,52,3,5,46,10,0,8835
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,21,2011,1203,60,11,18,51,0,0,7374
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,22,2011,693,35,6,14,30,0,0,5000
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,23,2011,374,19,3,10,18,0,0,2630
B01,LÄNSIVÄYLÄ,25491395,6672524,1.0,24,2011,285,14,2,10,12,0,0,1623
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,1,2011,165,8,1,4,6,0,0,1236
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,2,2011,78,4,1,2,4,0,0,571
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,3,2011,64,5,2,1,5,0,0,377
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,4,2011,49,2,1,1,2,0,0,259
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,5,2011,55,2,0,1,2,0,0,293
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,6,2011,109,7,1,1,6,0,0,823
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,7,2011,90,7,3,1,2,0,0,4059
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,8,2011,257,25,9,18,24,0,0,10997
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,9,2011,490,29,19,7,30,5,0,14833
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,10,2011,1287,154,44,33,98,11,0,10694
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,11,2011,1223,180,62,32,73,3,0,9561
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,12,2011,1376,190,58,6,53,7,0,10376
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,13,2011,1441,202,69,14,63,16,0,11435
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,14,2011,1619,157,22,18,75,14,0,12109
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,15,2011,1923,232,47,11,61,20,0,14297
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,16,2011,681,81,13,4,21,6,0,21459
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,17,2011,985,54,7,1,35,16,0,23465
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,18,2011,797,40,3,0,24,3,0,19669
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,19,2011,2219,107,17,6,80,21,0,15300
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,20,2011,1680,56,14,5,45,10,0,11815
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,21,2011,1480,72,13,4,64,5,0,9949
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,22,2011,1114,55,10,3,50,5,0,7521
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,23,2011,596,28,5,2,26,2,0,4127
B01,LÄNSIVÄYLÄ,25491395,6672524,2.0,24,2011,359,18,4,1,15,2,0,2142
B02,MEILAHDEN SILTA,25493551,6675504,1.0,1,2011,5,0,0,0,0,0,0,26
B02,MEILAHDEN SILTA,25493551,6675504,1.0,2,2011,1,0,0,0,0,0,0,11
B02,MEILAHDEN SILTA,25493551,6675504,1.0,3,2011,5,0,0,0,0,0,0,10
B02,MEILAHDEN SILTA,25493551,6675504,1.0,4,2011,1,0,0,0,0,0,0,8
B02,MEILAHDEN SILTA,25493551,6675504,1.0,5,2011,1,0,0,0,0,0,0,10
B02,MEILAHDEN SILTA,25493551,6675504,1.0,6,2011,11,0,0,0,0,0,0,88
B02,MEILAHDEN SILTA,25493551,6675504,1.0,7,2011,7,0,0,0,0,0,0,684
B02,MEILAHDEN SILTA,25493551,6675504,1.0,8,2011,63,3,0,0,0,0,0,2533
B02,MEILAHDEN SILTA,25493551,6675504,1.0,9,2011,141,3,1,0,0,4,0,2850
B02,MEILAHDEN SILTA,25493551,6675504,1.0,10,2011,211,8,1,0,2,6,0,1254
B02,MEILAHDEN SILTA,25493551,6675504,1.0,11,2011,131,7,1,0,0,1,0,780
B02,MEILAHDEN SILTA,25493551,6675504,1.0,12,2011,158,10,0,0,1,3,0,858
B02,MEILAHDEN SILTA,25493551,6675504,1.0,13,2011,171,8,3,0,0,4,0,887
B02,MEILAHDEN SILTA,25493551,6675504,1.0,14,2011,151,6,7,0,5,4,0,858
B02,MEILAHDEN SILTA,25493551,6675504,1.0,15,2011,150,11,0,0,1,3,0,882
B02,MEILAHDEN SILTA,25493551,6675504,1.0,16,2011,44,4,0,0,0,0,0,1532
B02,MEILAHDEN SILTA,25493551,6675504,1.0,17,2011,84,3,2,0,0,0,0,1896
B02,MEILAHDEN SILTA,25493551,6675504,1.0,18,2011,80,2,2,0,0,0,0,1448
B02,MEILAHDEN SILTA,25493551,6675504,1.0,19,2011,193,9,0,0,2,6,0,956
B02,MEILAHDEN SILTA,25493551,6675504,1.0,20,2011,143,7,0,0,0,0,0,617
B02,MEILAHDEN SILTA,25493551,6675504,1.0,21,2011,94,5,0,0,0,0,0,473
B02,MEILAHDEN SILTA,25493551,6675504,1.0,22,2011,41,1,0,0,0,0,0,211
B02,MEILAHDEN SILTA,25493551,6675504,1.0,23,2011,30,1,0,0,0,0,0,122
B02,MEILAHDEN SILTA,25493551,6675504,1.0,24,2011,24,1,0,0,0,0,0,69
B02,MEILAHDEN SILTA,25493551,6675504,2.0,1,2011,3,0,0,0,0,0,0,27
B02,MEILAHDEN SILTA,25493551,6675504,2.0,2,2011,1,0,0,0,0,0,0,11
B02,MEILAHDEN SILTA,25493551,6675504,2.0,3,2011,3,0,0,0,0,0,0,10
B02,MEILAHDEN SILTA,25493551,6675504,2.0,4,2011,1,0,0,0,0,0,0,8
B02,MEILAHDEN SILTA,25493551,6675504,2.0,5,2011,1,0,0,0,0,0,0,6
B02,MEILAHDEN SILTA,25493551,6675504,2.0,6,2011,5,0,0,0,0,0,0,32
B02,MEILAHDEN SILTA,25493551,6675504,2.0,7,2011,2,0,0,0,0,0,0,189
B02,MEILAHDEN SILTA,25493551,6675504,2.0,8,2011,15,1,0,0,0,0,0,578
B02,MEILAHDEN SILTA,25493551,6675504,2.0,9,2011,44,0,0,0,1,3,0,1030
B02,MEILAHDEN SILTA,25493551,6675504,2.0,10,2011,130,10,1,0,0,1,0,757
B02,MEILAHDEN SILTA,25493551,6675504,2.0,11,2011,102,3,0,0,0,0,0,571
B02,MEILAHDEN SILTA,25493551,6675504,2.0,12,2011,104,8,1,0,1,2,0,574
B02,MEILAHDEN SILTA,25493551,6675504,2.0,13,2011,117,10,4,0,0,3,0,661
B02,MEILAHDEN SILTA,25493551,6675504,2.0,14,2011,133,5,1,0,2,1,0,696
B02,MEILAHDEN SILTA,25493551,6675504,2.0,15,2011,180,7,1,0,2,2,0,977
B02,MEILAHDEN SILTA,25493551,6675504,2.0,16,2011,51,2,0,0,0,3,0,1829
B02,MEILAHDEN SILTA,25493551,6675504,2.0,17,2011,91,1,1,0,0,1,0,1995
B02,MEILAHDEN SILTA,25493551,6675504,2.0,18,2011,59,2,0,0,0,2,0,1406
B02,MEILAHDEN SILTA,25493551,6675504,2.0,19,2011,148,1,0,0,0,2,0,825
B02,MEILAHDEN SILTA,25493551,6675504,2.0,20,2011,129,2,0,0,1,0,0,677
B02,MEILAHDEN SILTA,25493551,6675504,2.0,21,2011,112,1,0,0,0,0,0,542
B02,MEILAHDEN SILTA,25493551,6675504,2.0,22,2011,68,2,0,0,0,0,0,332
B02,MEILAHDEN SILTA,25493551,6675504,2.0,23,2011,34,1,0,0,0,0,0,148
B02,MEILAHDEN SILTA,25493551,6675504,2.0,24,2011,33,0,0,0,0,0,0,67
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,1,2011,79,8,2,0,0,0,2,478
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,2,2011,35,2,5,2,0,0,1,293
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,3,2011,40,0,3,1,3,0,0,226
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,4,2011,38,0,9,5,0,0,0,209
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,5,2011,21,19,15,0,0,0,0,295
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,6,2011,260,76,39,6,9,0,1,1192
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,7,2011,61,6,3,0,2,0,1,4709
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,8,2011,325,39,5,2,12,3,3,9962
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,9,2011,468,36,8,0,18,4,3,10542
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,10,2011,1026,109,26,3,50,8,11,7359
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,11,2011,757,108,31,1,39,5,11,5185
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,12,2011,838,114,22,2,44,10,11,5478
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,13,2011,876,123,18,1,43,7,6,5693
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,14,2011,760,106,13,2,50,5,7,5422
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,15,2011,799,89,14,4,47,3,10,5281
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,16,2011,221,18,4,1,15,2,2,6347
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,17,2011,298,21,4,0,17,2,3,7054
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,18,2011,279,22,3,1,18,1,4,6713
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,19,2011,909,39,1,0,38,13,15,5441
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,20,2011,646,37,4,2,19,5,10,4334
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,21,2011,593,26,12,5,10,5,7,3628
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,22,2011,386,15,5,4,5,5,6,2379
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,23,2011,237,14,7,3,7,5,6,1577
B03,MUNKKINIEMEN SILTA,25493771,6675892,1.0,24,2011,141,13,4,2,0,5,6,924
B03,MUNKKINIEMEN SILTA,25493771,6675892,2.0,1,2011,159,3,6,0,0,0,2,665
B03,MUNKKINIEMEN SILTA,25493771,6675892,2.0,2,2011,86,3,3,0,0,0,4,482
B03,MUNKKINIEMEN SILTA,25493771,6675892,2.0,3,2011,56,2,0,1,2,0,0,282
B03,MUNKKINIEMEN SILTA,25493771,6675892,2.0,4,2011,33,6,3,1,0,0,0,210
B03,MUNKKINIEMEN SILTA,25493771,6675892,2.0,5,2011,44,7,0,1,0,0,0,300
B03,MUNKKINIEMEN SILTA,25493771,6675892,2.0,6,2011,38,12,12,2,3,0,0,454
B03,MUNKKINIEMEN SILTA,25493771,6675892,2.0,7,2011,57,10,6,0,2,0,1,2142
B03,MUNKKINIEMEN SILTA,25493771,6675892,2.0,8,2011,107,19,4,0,18,2,2,4868
